Year,Month,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,8,0.0,0.0,15.0,0.0,9.0
2008,12,18.0,0.0,1.0,0.0,0.0
2008,4,0.0,0.0,16.0,0.0,200.0
2008,12,7.0,0.0,0.0,0.0,93.0
2008,9,0.0,0.0,17.0,0.0,0.0
2008,1,0.0,0.0,16.0,0.0,0.0
2008,3,0.0,0.0,26.0,0.0,0.0
2008,8,178.0,0.0,2.0,0.0,0.0
2008,7,0.0,0.0,36.0,0.0,0.0
2008,7,0.0,0.0,0.0,0.0,18.0
2008,12,0.0,0.0,1.0,0.0,50.0
2008,8,0.0,69.0,0.0,0.0,10.0
2008,3,0.0,0.0,32.0,0.0,0.0
2008,12,0.0,0.0,18.0,0.0,0.0
2008,12,0.0,0.0,8.0,0.0,32.0
2008,6,31.0,0.0,1.0,0.0,0.0
2008,9,54.0,0.0,0.0,0.0,0.0
2008,3,38.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,11.0,0.0,26.0
2008,5,60.0,0.0,9.0,0.0,0.0
2008,11,0.0,0.0,0.0,0.0,15.0
2008,4,69.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,17.0,0.0,71.0
2008,6,0.0,0.0,7.0,0.0,43.0
2008,12,0.0,22.0,0.0,0.0,0.0
2008,4,0.0,0.0,17.0,0.0,7.0
2008,4,0.0,193.0,46.0,0.0,52.0
2008,5,8.0,0.0,0.0,0.0,8.0
2008,12,0.0,0.0,25.0,0.0,59.0
2008,3,0.0,0.0,0.0,0.0,16.0
2008,7,0.0,0.0,0.0,0.0,43.0
2008,12,0.0,0.0,24.0,0.0,10.0
2008,1,0.0,0.0,15.0,0.0,0.0
2008,12,0.0,0.0,115.0,0.0,0.0
2008,1,82.0,0.0,0.0,0.0,0.0
2008,3,23.0,0.0,0.0,0.0,0.0
2008,2,0.0,0.0,51.0,0.0,0.0
2008,1,119.0,0.0,3.0,0.0,0.0
2008,6,26.0,0.0,0.0,0.0,32.0
2008,4,0.0,0.0,10.0,0.0,110.0
2008,3,31.0,0.0,0.0,0.0,0.0
2008,12,0.0,0.0,0.0,0.0,82.0
2008,5,0.0,0.0,27.0,0.0,0.0
2008,12,0.0,0.0,0.0,0.0,23.0
2008,12,9.0,0.0,40.0,0.0,0.0
2008,7,0.0,0.0,1.0,0.0,26.0
2008,2,0.0,0.0,15.0,0.0,0.0
2008,9,0.0,0.0,121.0,0.0,0.0
2008,6,0.0,7.0,0.0,0.0,99.0
2008,9,26.0,0.0,3.0,0.0,0.0
2008,5,0.0,0.0,11.0,0.0,16.0
2008,9,0.0,0.0,25.0,0.0,0.0
2008,8,0.0,0.0,7.0,0.0,23.0
2008,12,0.0,3.0,0.0,0.0,54.0
2008,1,0.0,0.0,8.0,0.0,17.0
2008,5,0.0,0.0,96.0,0.0,0.0
2008,12,5.0,0.0,0.0,0.0,42.0
2008,12,0.0,50.0,38.0,0.0,137.0
2008,1,0.0,0.0,119.0,0.0,40.0
2008,12,0.0,0.0,161.0,0.0,0.0
2008,5,0.0,0.0,1.0,0.0,15.0
2008,7,31.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,50.0,0.0,0.0
2008,9,0.0,0.0,18.0,0.0,0.0
2008,7,35.0,0.0,0.0,0.0,0.0
2008,7,4.0,0.0,0.0,0.0,129.0
2008,6,0.0,0.0,54.0,0.0,0.0
2008,4,0.0,0.0,0.0,0.0,33.0
2008,12,9.0,0.0,0.0,0.0,45.0
2008,2,0.0,0.0,85.0,0.0,0.0
2008,7,13.0,0.0,6.0,0.0,0.0
2008,9,150.0,0.0,2.0,0.0,0.0
2008,6,0.0,50.0,58.0,0.0,0.0
2008,4,0.0,0.0,0.0,0.0,63.0
2008,5,0.0,0.0,6.0,0.0,11.0
2008,8,120.0,0.0,7.0,0.0,0.0
2008,7,6.0,0.0,0.0,0.0,111.0
2008,7,61.0,0.0,37.0,0.0,0.0
2008,5,0.0,0.0,32.0,0.0,0.0
2008,12,0.0,0.0,74.0,0.0,0.0
2008,4,16.0,0.0,0.0,0.0,1.0
2008,3,9.0,0.0,0.0,0.0,15.0
2008,2,25.0,0.0,0.0,0.0,34.0
2008,7,17.0,0.0,21.0,0.0,25.0
2008,9,0.0,0.0,26.0,0.0,0.0
2008,7,301.0,0.0,0.0,0.0,0.0
2008,6,19.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,0.0,0.0,169.0
2008,5,0.0,0.0,18.0,0.0,0.0
2008,5,0.0,0.0,21.0,0.0,0.0
2008,1,12.0,0.0,7.0,0.0,0.0
2008,12,25.0,0.0,4.0,0.0,0.0
2008,10,0.0,0.0,0.0,0.0,33.0
2008,12,0.0,0.0,0.0,0.0,173.0
2008,11,6.0,0.0,13.0,0.0,0.0
2008,1,0.0,0.0,25.0,0.0,0.0
2008,2,0.0,0.0,68.0,0.0,3.0
2008,10,6.0,0.0,0.0,0.0,36.0
2008,12,13.0,0.0,3.0,0.0,27.0
2008,3,0.0,0.0,0.0,0.0,21.0
2008,1,49.0,0.0,0.0,0.0,0.0
2008,7,20.0,0.0,0.0,0.0,0.0
2008,10,0.0,0.0,0.0,0.0,18.0
2008,12,125.0,0.0,0.0,0.0,0.0
2008,1,28.0,0.0,4.0,0.0,23.0
2008,12,3.0,0.0,16.0,0.0,37.0
2008,6,16.0,0.0,4.0,0.0,0.0
2008,6,0.0,0.0,25.0,0.0,0.0
2008,7,0.0,0.0,41.0,0.0,0.0
2008,5,33.0,0.0,5.0,0.0,7.0
2008,5,21.0,0.0,9.0,0.0,48.0
2008,4,42.0,0.0,0.0,0.0,11.0
2008,12,0.0,0.0,20.0,0.0,0.0
2008,9,0.0,0.0,0.0,0.0,22.0
2008,2,24.0,0.0,46.0,0.0,0.0
2008,6,0.0,0.0,18.0,0.0,103.0
2008,3,12.0,0.0,5.0,0.0,33.0
2008,5,3.0,0.0,0.0,0.0,46.0
2008,3,0.0,0.0,9.0,0.0,6.0
2008,9,0.0,0.0,0.0,0.0,27.0
2008,7,6.0,0.0,18.0,0.0,0.0
2008,1,32.0,0.0,0.0,0.0,0.0
2008,4,0.0,0.0,15.0,0.0,0.0
2008,3,0.0,0.0,16.0,0.0,0.0
2008,12,0.0,0.0,45.0,0.0,0.0
2008,12,0.0,0.0,0.0,0.0,33.0
2008,7,17.0,0.0,5.0,0.0,0.0
2008,6,20.0,0.0,0.0,0.0,0.0
2008,3,0.0,0.0,17.0,0.0,0.0
2008,2,2.0,0.0,0.0,0.0,140.0
2008,5,0.0,0.0,66.0,0.0,0.0
2008,3,0.0,0.0,25.0,0.0,0.0
2008,5,45.0,0.0,9.0,0.0,0.0
2008,12,0.0,0.0,21.0,0.0,0.0
2008,6,0.0,0.0,4.0,0.0,145.0
2008,4,7.0,0.0,16.0,0.0,39.0
2008,6,0.0,0.0,0.0,0.0,182.0
2008,7,14.0,0.0,1.0,0.0,0.0
2008,4,17.0,0.0,12.0,0.0,0.0
2008,1,2.0,0.0,0.0,0.0,46.0
2008,10,0.0,37.0,0.0,0.0,0.0
2008,8,21.0,0.0,0.0,0.0,0.0
2008,10,0.0,0.0,20.0,0.0,0.0
2008,8,0.0,0.0,9.0,0.0,95.0
2008,11,0.0,0.0,7.0,0.0,21.0
2008,7,0.0,0.0,0.0,0.0,22.0
2008,4,6.0,0.0,0.0,0.0,10.0
2008,12,10.0,31.0,43.0,0.0,0.0
2008,1,19.0,0.0,1.0,0.0,2.0
2008,6,0.0,0.0,36.0,0.0,1.0
2008,4,32.0,0.0,0.0,0.0,0.0
2008,1,6.0,0.0,0.0,0.0,60.0
2008,7,0.0,0.0,0.0,0.0,62.0
2008,8,0.0,0.0,0.0,0.0,16.0
2008,12,0.0,0.0,41.0,0.0,0.0
2008,6,0.0,0.0,8.0,0.0,38.0
2008,4,0.0,0.0,16.0,0.0,0.0
2008,3,0.0,0.0,21.0,0.0,0.0
2008,3,8.0,0.0,9.0,0.0,4.0
2008,10,28.0,0.0,0.0,0.0,0.0
2008,4,0.0,0.0,0.0,0.0,22.0
2008,1,0.0,0.0,20.0,0.0,0.0
2008,5,0.0,0.0,17.0,0.0,0.0
2008,4,34.0,0.0,0.0,0.0,6.0
2008,2,0.0,0.0,30.0,0.0,0.0
2008,3,45.0,0.0,0.0,0.0,0.0
2008,10,0.0,0.0,52.0,0.0,0.0
2008,11,0.0,0.0,30.0,0.0,15.0
2008,3,0.0,0.0,64.0,0.0,0.0
2008,9,0.0,0.0,14.0,0.0,6.0
2008,3,0.0,4.0,0.0,0.0,12.0
2008,2,39.0,0.0,0.0,0.0,0.0
2008,3,0.0,0.0,0.0,0.0,16.0
2008,4,0.0,0.0,28.0,0.0,0.0
2008,1,11.0,0.0,6.0,0.0,30.0
2008,4,16.0,0.0,0.0,0.0,0.0
2008,1,82.0,0.0,1.0,0.0,0.0
2008,12,15.0,0.0,0.0,0.0,0.0
2008,3,0.0,0.0,0.0,0.0,39.0
2008,3,25.0,0.0,0.0,0.0,0.0
2008,10,0.0,0.0,16.0,0.0,0.0
2008,4,54.0,0.0,2.0,0.0,0.0
2008,6,13.0,0.0,1.0,0.0,49.0
2008,9,8.0,0.0,45.0,0.0,0.0
2008,12,0.0,11.0,12.0,0.0,2.0
2008,1,8.0,0.0,9.0,0.0,0.0
2008,3,10.0,0.0,0.0,0.0,13.0
2008,1,0.0,0.0,17.0,0.0,0.0
2008,8,28.0,0.0,0.0,0.0,0.0
2008,8,10.0,0.0,153.0,0.0,0.0
2008,7,0.0,0.0,29.0,0.0,15.0
2008,8,72.0,134.0,0.0,0.0,0.0
2008,2,0.0,0.0,29.0,0.0,0.0
2008,2,7.0,0.0,12.0,0.0,0.0
2008,1,19.0,0.0,0.0,0.0,0.0
2008,9,0.0,0.0,39.0,0.0,0.0
2008,9,0.0,0.0,1.0,0.0,19.0
2008,3,0.0,0.0,0.0,0.0,20.0
2008,3,0.0,0.0,16.0,0.0,0.0
2008,4,14.0,0.0,12.0,0.0,0.0
2008,12,0.0,8.0,103.0,0.0,11.0
2008,6,0.0,0.0,40.0,0.0,0.0
2008,9,81.0,0.0,0.0,0.0,0.0
2008,8,0.0,0.0,28.0,0.0,0.0
2008,4,0.0,0.0,0.0,0.0,50.0
2008,8,0.0,0.0,0.0,0.0,60.0
2008,12,7.0,0.0,20.0,0.0,0.0
2008,6,0.0,0.0,21.0,0.0,0.0
2008,12,77.0,0.0,0.0,0.0,0.0
2008,5,0.0,0.0,1.0,0.0,50.0
2008,2,0.0,0.0,0.0,0.0,93.0
2008,6,100.0,0.0,0.0,0.0,0.0
2008,1,0.0,0.0,5.0,0.0,59.0
2008,6,0.0,0.0,16.0,0.0,0.0
2008,9,0.0,0.0,18.0,0.0,0.0
2008,2,0.0,0.0,31.0,0.0,0.0
2008,4,24.0,0.0,4.0,0.0,0.0
2008,10,0.0,0.0,18.0,0.0,5.0
2008,6,138.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,57.0,0.0,0.0
2008,7,0.0,0.0,73.0,0.0,0.0
2008,7,0.0,0.0,0.0,0.0,16.0
2008,8,0.0,0.0,67.0,0.0,4.0
2008,12,21.0,0.0,0.0,0.0,0.0
2008,5,0.0,0.0,18.0,0.0,22.0
2008,1,9.0,0.0,0.0,0.0,19.0
2008,5,0.0,0.0,0.0,0.0,18.0
2008,8,0.0,0.0,7.0,0.0,9.0
2008,12,11.0,0.0,0.0,0.0,8.0
2008,3,20.0,0.0,0.0,0.0,30.0
2008,9,0.0,0.0,0.0,0.0,96.0
2008,3,1.0,0.0,16.0,0.0,0.0
2008,1,0.0,0.0,35.0,0.0,0.0
2008,2,0.0,0.0,30.0,0.0,0.0
2008,4,0.0,0.0,23.0,0.0,0.0
2008,3,12.0,0.0,13.0,0.0,0.0
2008,10,22.0,0.0,14.0,0.0,0.0
2008,1,18.0,0.0,40.0,0.0,0.0
2008,1,8.0,0.0,4.0,0.0,27.0
2008,1,10.0,0.0,18.0,0.0,48.0
2008,9,0.0,0.0,16.0,0.0,0.0
2008,3,0.0,7.0,0.0,0.0,12.0
2008,3,0.0,0.0,51.0,0.0,0.0
2008,9,0.0,0.0,19.0,0.0,0.0
2008,2,32.0,0.0,0.0,0.0,0.0
2008,2,51.0,0.0,0.0,0.0,0.0
2008,7,0.0,0.0,0.0,0.0,24.0
2008,8,0.0,0.0,6.0,0.0,12.0
2008,3,0.0,0.0,35.0,0.0,0.0
2008,7,0.0,0.0,0.0,0.0,23.0
2008,8,0.0,0.0,44.0,0.0,0.0
2008,12,0.0,0.0,42.0,0.0,0.0
2008,1,0.0,0.0,51.0,0.0,0.0
2008,7,0.0,71.0,0.0,0.0,0.0
2008,8,18.0,0.0,0.0,0.0,29.0
2008,2,32.0,0.0,0.0,0.0,0.0
2008,7,0.0,0.0,16.0,0.0,0.0
2008,4,0.0,0.0,29.0,0.0,0.0
2008,4,0.0,0.0,0.0,0.0,36.0
2008,7,82.0,0.0,0.0,0.0,0.0
2008,11,0.0,0.0,40.0,0.0,0.0
2008,7,45.0,0.0,0.0,0.0,4.0
2008,3,13.0,0.0,0.0,0.0,97.0
2008,2,0.0,0.0,39.0,0.0,0.0
2008,1,7.0,0.0,0.0,0.0,81.0
2008,7,0.0,0.0,7.0,0.0,21.0
2008,6,0.0,0.0,81.0,0.0,0.0
2008,1,20.0,0.0,0.0,0.0,4.0
2008,5,18.0,0.0,0.0,0.0,0.0
2008,5,110.0,0.0,5.0,0.0,0.0
2008,2,63.0,0.0,0.0,0.0,0.0
2008,12,4.0,0.0,0.0,0.0,22.0
2008,1,6.0,0.0,14.0,0.0,22.0
2008,12,0.0,0.0,25.0,0.0,0.0
2008,9,0.0,0.0,36.0,0.0,0.0
2008,7,133.0,0.0,1.0,0.0,0.0
2008,2,0.0,8.0,24.0,0.0,0.0
2008,3,0.0,0.0,32.0,0.0,0.0
2008,12,15.0,0.0,16.0,0.0,47.0
2008,7,0.0,0.0,28.0,0.0,0.0
2008,3,28.0,0.0,0.0,0.0,65.0
2008,9,27.0,0.0,0.0,0.0,0.0
2008,7,82.0,0.0,0.0,0.0,67.0
2008,12,64.0,0.0,0.0,0.0,0.0
2008,4,0.0,0.0,35.0,0.0,49.0
2008,1,5.0,0.0,0.0,0.0,139.0
2008,6,2.0,0.0,126.0,0.0,27.0
2008,8,6.0,0.0,0.0,0.0,62.0
2008,10,16.0,0.0,0.0,0.0,0.0
2008,2,0.0,0.0,26.0,0.0,0.0
2008,5,0.0,0.0,4.0,0.0,16.0
2008,2,0.0,0.0,24.0,0.0,67.0
2008,7,0.0,0.0,23.0,0.0,0.0
2008,9,11.0,0.0,0.0,0.0,22.0
2008,12,0.0,20.0,8.0,0.0,0.0
2008,7,0.0,0.0,28.0,0.0,22.0
2008,4,55.0,0.0,0.0,0.0,0.0
2008,12,55.0,0.0,28.0,0.0,0.0
2008,4,0.0,0.0,41.0,0.0,0.0
2008,5,0.0,0.0,19.0,0.0,0.0
2008,3,0.0,0.0,13.0,0.0,24.0
2008,1,60.0,0.0,0.0,0.0,0.0
2008,11,0.0,0.0,0.0,0.0,57.0
2008,1,0.0,0.0,0.0,0.0,42.0
2008,5,0.0,0.0,55.0,0.0,1.0
2008,9,0.0,0.0,42.0,0.0,0.0
2008,6,0.0,0.0,0.0,0.0,75.0
2008,1,0.0,3.0,27.0,0.0,3.0
2008,1,0.0,0.0,0.0,0.0,53.0
2008,5,0.0,0.0,30.0,0.0,0.0
2008,12,0.0,0.0,16.0,0.0,13.0
2008,6,37.0,0.0,10.0,0.0,0.0
2008,9,10.0,0.0,0.0,0.0,5.0
2008,8,0.0,0.0,0.0,0.0,42.0
2008,3,7.0,0.0,0.0,0.0,8.0
2008,12,0.0,0.0,13.0,0.0,46.0
2008,2,0.0,0.0,0.0,0.0,30.0
2008,5,0.0,0.0,17.0,0.0,0.0
2008,6,6.0,0.0,33.0,0.0,0.0
2008,5,10.0,0.0,8.0,0.0,0.0
2008,2,0.0,0.0,0.0,0.0,60.0
2008,3,58.0,0.0,0.0,0.0,0.0
2008,12,0.0,0.0,10.0,0.0,17.0
2008,7,0.0,0.0,0.0,0.0,173.0
2008,8,1.0,0.0,0.0,0.0,18.0
2008,1,16.0,0.0,0.0,0.0,0.0
2008,4,7.0,0.0,0.0,0.0,23.0
2008,12,0.0,0.0,48.0,0.0,0.0
2008,3,33.0,0.0,60.0,0.0,0.0
2008,11,0.0,0.0,123.0,0.0,0.0
2008,1,0.0,0.0,8.0,0.0,21.0
2008,12,7.0,0.0,9.0,0.0,0.0
2008,8,53.0,0.0,0.0,0.0,6.0
2008,10,6.0,0.0,0.0,0.0,9.0
2008,5,5.0,0.0,0.0,0.0,15.0
2008,1,93.0,0.0,0.0,0.0,95.0
2008,12,6.0,0.0,0.0,0.0,24.0
2008,7,3.0,0.0,0.0,0.0,40.0
2008,7,55.0,0.0,0.0,0.0,7.0
2008,11,256.0,0.0,0.0,0.0,0.0
2008,5,0.0,0.0,23.0,0.0,0.0
2008,2,36.0,0.0,0.0,0.0,0.0
2008,2,0.0,0.0,16.0,0.0,0.0
2008,2,0.0,0.0,15.0,0.0,0.0
2008,11,16.0,0.0,14.0,0.0,0.0
2008,1,0.0,0.0,34.0,0.0,0.0
2008,6,0.0,0.0,0.0,0.0,32.0
2008,12,5.0,15.0,0.0,0.0,124.0
2008,7,70.0,0.0,0.0,0.0,0.0
2008,12,58.0,0.0,0.0,0.0,0.0
2008,12,29.0,0.0,13.0,0.0,0.0
2008,5,0.0,0.0,19.0,0.0,0.0
2008,12,0.0,0.0,0.0,0.0,32.0
2008,5,2.0,0.0,3.0,0.0,11.0
2008,1,4.0,0.0,0.0,0.0,87.0
2008,8,0.0,0.0,22.0,0.0,0.0
2008,2,0.0,37.0,0.0,0.0,0.0
2008,8,0.0,0.0,27.0,0.0,0.0
2008,4,20.0,0.0,8.0,0.0,0.0
2008,2,18.0,0.0,0.0,0.0,0.0
2008,1,0.0,0.0,18.0,0.0,0.0
2008,7,0.0,0.0,25.0,0.0,0.0
2008,6,0.0,0.0,0.0,0.0,35.0
2008,1,19.0,0.0,0.0,0.0,0.0
2008,1,0.0,121.0,0.0,0.0,0.0
2008,5,0.0,0.0,0.0,0.0,50.0
2008,2,18.0,0.0,0.0,0.0,190.0
2008,1,12.0,0.0,0.0,0.0,4.0
2008,1,62.0,0.0,0.0,0.0,0.0
2008,9,0.0,0.0,56.0,0.0,0.0
2008,11,0.0,0.0,50.0,0.0,0.0
2008,3,19.0,0.0,0.0,0.0,83.0
2008,6,0.0,0.0,33.0,0.0,0.0
2008,12,24.0,0.0,12.0,0.0,0.0
2008,8,0.0,0.0,7.0,0.0,10.0
2008,5,0.0,0.0,0.0,0.0,45.0
2008,10,0.0,0.0,19.0,0.0,0.0
2008,4,12.0,0.0,24.0,0.0,0.0
2008,2,0.0,0.0,28.0,0.0,0.0
2008,3,0.0,54.0,0.0,0.0,0.0
2008,2,0.0,0.0,54.0,0.0,6.0
2008,4,53.0,0.0,0.0,0.0,0.0
2008,1,0.0,19.0,20.0,0.0,0.0
2008,12,14.0,0.0,4.0,0.0,47.0
2008,5,0.0,0.0,35.0,0.0,0.0
2008,4,117.0,0.0,3.0,0.0,0.0
2008,12,0.0,0.0,0.0,0.0,251.0
2008,7,0.0,0.0,0.0,0.0,36.0
2008,4,0.0,0.0,0.0,0.0,27.0
2008,7,131.0,0.0,0.0,0.0,0.0
2008,1,0.0,0.0,46.0,0.0,162.0
2008,8,201.0,0.0,0.0,0.0,0.0
2008,8,0.0,0.0,0.0,0.0,25.0
2008,11,0.0,0.0,15.0,0.0,0.0
2008,8,21.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,24.0,0.0,44.0
2008,5,0.0,23.0,43.0,0.0,0.0
2008,4,20.0,0.0,0.0,0.0,16.0
2008,12,3.0,0.0,0.0,0.0,29.0
2008,5,83.0,0.0,6.0,0.0,0.0
2008,7,0.0,0.0,20.0,0.0,0.0
2008,12,478.0,0.0,8.0,0.0,0.0
